id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
46010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
33991,0,0,3,3,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,7,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,3,0,0,1,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,6
33963,0,0,10,16,0,0,0,0,2,0,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,4,0,0,0,2,1,0,3,1,0,0,0,0,0,1,0,0,0,12,0,2,0,0,0,0,0,14,0,0,2,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,6
42556,0,10,1,0,1,0,0,3,0,0,1,0,0,0,0,0,3,8,4,2,0,0,5,5,1,2,0,0,0,0,2,1,1,0,4,3,1,7,8,4,0,2,2,1,1,0,0,4,0,1,0,1,1,3,1,0,1,10,0,0,1,1,0,0,0,5,10,0,8,3,0,0,2,6,0,4,0,3,2,2,2,1,3,0,0,1,1,0,1,10,2,1,0,6
33396,0,0,10,6,0,0,0,0,0,0,11,1,0,1,0,1,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,6
40897,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,3,1,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,4,0,0,0,1,8,5,0,0,0,0,0,1,2,0,6,0,0,17,0,1,2,0,0,1,6,6,0,0,4,0,1,0,1,1,0,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,6
27688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4
14872,0,0,0,0,0,0,0,1,2,0,0,0,0,25,1,0,0,0,0,0,4,0,0,0,12,0,2,0,0,0,0,0,2,0,0,0,0,0,1,15,0,1,1,0,0,0,0,7,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2
52066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
49947,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
56475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,1,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,0,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,8
60147,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,9,0,0,1,0,0,0,14,1,0,0,0,0,1,0,7,1,0,0,15,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,3,1,0,0,18,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,9
36873,0,0,16,7,1,0,0,0,0,0,10,0,2,1,0,3,0,1,0,0,0,3,1,0,0,0,9,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,19,0,0,0,0,0,2,0,12,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,6
32424,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
53417,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
12960,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59682,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,10,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,9
6651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
44088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,1,0,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6
29825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
7402,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13601,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2
24180,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,3
1492,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,2,5,0,0,0,0,0,1,0,0,0,0,10,1,0,5,1,0,0,0,7,2,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
9352,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2
23679,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,16,0,0,0,0,1,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,3
11916,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
20736,8,0,0,2,0,0,0,0,0,0,0,1,1,17,0,3,0,0,0,0,2,1,0,1,8,0,0,0,1,0,0,0,0,1,0,1,0,0,1,16,0,1,0,0,0,0,0,8,1,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,7,0,0,0,0,3
37021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6
3074,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,1,0,2
1633,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,4,0,0,0,3,1,1,0,0,1,1,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19067,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,4,0,1,0,13,2,0,0,0,1,0,0,14,0,0,0,1,0,3,0,1,1,0,0,0,0,1,0,9,2,1,0,0,0,9,0,0,0,0,0,1,0,2,0,16,0,0,27,4,0,5,1,0,1,1,0,0,0,3,0,0,0,0,1,0,3,2,1,2,4,0,0,0,0,3
45902,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,9,0,4,0,0,0,0,0,7
61714,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,2,0,1,11,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,8,1,0,0,0,0,1,9
40750,0,0,3,1,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,6
31973,0,0,6,6,0,0,0,1,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,5,2,3,0,1,1,0,0,1,0,14,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6
52615,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,1,0,2,0,0,0,0,6,0,1,0,0,0,0,7,0,0,0,8
58060,5,0,0,0,0,0,0,0,0,2,0,1,3,2,0,2,0,0,1,1,0,3,0,2,2,0,0,0,1,0,0,0,5,1,0,1,0,2,0,1,4,4,0,3,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,1,0,8,0,0,0,4,1,0,0,1,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,3,2,1,1,0,0,2,0,9
24693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
5848,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
30554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,5
53183,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,1,0,1,0,0,7,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8
42005,1,3,2,3,0,0,0,0,0,0,16,0,1,1,0,0,0,2,0,1,1,1,0,2,0,0,5,0,0,0,2,3,2,0,3,1,1,5,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,6
17052,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2
58706,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
47906,1,2,2,2,0,0,0,3,0,13,0,1,1,4,0,4,0,4,0,7,1,20,1,1,3,0,1,1,0,0,0,0,1,0,1,0,2,13,4,0,3,2,1,8,0,1,0,4,1,71,0,0,2,9,11,0,0,3,0,0,0,3,3,5,3,1,4,1,1,18,6,1,0,1,0,0,0,1,6,5,3,1,0,0,6,5,8,4,7,2,1,0,0,7
22847,0,0,0,0,0,0,0,0,19,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
50321,0,1,0,0,0,0,0,6,0,0,0,0,10,0,0,1,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,1,0,0,0,1,0,0,5,0,6,0,0,0,1,0,1,6,0,0,0,1,0,0,6,0,2,0,0,1,0,3,0,0,0,8
56513,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,3,0,1,0,1,0,0,9,0,1,4,0,0,0,1,5,1,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,8
56433,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
13960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
57478,13,0,2,2,0,0,1,2,0,0,0,1,22,1,0,4,0,3,1,3,0,2,0,6,4,0,0,1,2,0,0,2,0,0,0,5,1,2,0,0,3,0,0,12,0,0,0,7,1,1,0,0,5,13,2,0,0,0,47,2,0,4,4,3,2,3,39,1,3,25,0,0,0,0,1,1,2,0,8,0,0,0,0,0,1,3,3,2,0,3,0,0,0,9
22228,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
60199,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,6,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,3,2,1,0,0,0,0,9
22828,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,9,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,3
52409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,1,2,1,0,1,0,0,0,0,3,0,0,0,1,5,3,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
33261,0,0,11,9,0,0,0,0,0,0,6,0,0,1,0,5,1,0,0,0,0,2,0,2,0,5,6,3,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,1,0,15,0,0,0,0,0,2,0,25,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,6
37308,0,0,6,5,0,0,0,0,0,1,8,0,0,1,0,6,0,0,0,0,1,2,0,1,0,0,13,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,7,0,0,2,0,0,1,1,9,0,0,0,1,0,0,7,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,6
32640,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,2,0,0,4,0,0,2,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
41395,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,13,0,0,0,0,0,0,4,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6
59889,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,5,3,0,0,0,1,0,0,2,0,0,0,7,6,0,1,0,2,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
53765,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
11098,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,3,0,3,0,0,1,3,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,2
27629,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,4,0,2,0,0,0,2,2,3,4,1,0,0,0,0,0,4,0,0,0,0,0,1,1,3,0,0,2,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,0,1,0,3,1,2,2,1,0,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,24,3,11,0,0,0,0,0,4
48843,28,0,0,0,0,0,19,1,0,1,0,0,1,2,0,4,2,1,2,1,0,2,1,11,4,0,0,0,1,1,0,7,1,0,0,8,1,4,1,1,0,0,0,2,0,0,3,5,0,3,0,0,4,3,5,0,0,1,0,0,0,0,0,3,0,3,14,0,2,9,0,3,2,7,0,18,0,51,0,1,3,0,4,1,0,4,0,1,2,0,3,0,0,8
2274,0,0,1,1,0,0,0,0,0,0,0,0,0,8,1,9,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,4,7,0,1,0,0,0,8,0,0,0,1,0,1,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26730,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,6,1,2,0,0,0,3,0,0,4,2,0,1,3,0,0,0,1,0,1,0,0,1,0,2,0,11,0,2,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,3,1,0,0,1,0,4
29621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
57881,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,9
17833,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,2
